RA,Dec,BP-RP,G,Parallax,Absolute Magnitude,Source ID,ZTF LC
43.90872625452659,-22.7841796423204,0.31957245,17.160236,4.921864601154703,10.620884311177493,5078976609103251456,yes
301.4183072695112,68.54071877591336,0.6215019,16.481161,3.8501148355933865,9.40852941601103,2250058535161610240,yes
59.5604983893695,-21.637194072093813,-0.30350304,17.822313,1.2464693517106138,8.30072102251586,5090605830056251776,yes
64.07478415456768,-17.762378786816658,0.07870674,16.346739,12.426371198180425,11.818460613162248,5093424260611799424,yes
48.55588355471563,-22.595498784892733,0.08362198,18.16056,6.232673223217373,12.13393178793843,5099482805904892288,yes
51.10991737638375,-21.54567189632332,0.1340332,17.61154,3.8528090071156815,10.54042740269328,5099801668570097920,yes
267.5485497686546,-16.45781317930265,3.0482807,19.357697,8.050119368916995,13.886708601142203,4147857244412628352,yes
27.725429804893142,48.63519970253247,1.2854843,17.583227,1.946158052346317,9.029117537509862,357182399598108160,yes
26.648907016930192,49.24526434957298,0.31349564,16.992226,17.64362910023384,13.22516559788538,357457350520905216,yes
121.00806002244954,-21.30887671766816,0.37242126,17.000807,1.879045255021143,8.37049319898396,5712922371936446080,yes
302.4043764957888,16.872101703266363,-0.010599136,16.790318,2.927188595877719,9.122571522504424,1809460380271929344,yes
44.41870479894303,33.468980061042366,1.6618614,18.918629,4.132126779846918,11.99949718929027,136889369456934912,yes
41.44458605652858,34.48371777943085,-0.12314415,16.857626,7.868173941538455,11.33699576145721,140006416203288320,yes
137.10040164306827,-1.4227439977077778,0.17073631,17.443316,1.3231566072384822,8.051372249034,3841879621008877440,yes
139.45087253940676,0.1781952340723616,-0.4377823,17.405798,2.4620756093237546,9.362304929020114,3842377248804727168,yes
107.53692676707092,-23.49517572027265,0.575717,15.158799,1.8538547272512973,6.499177493635004,2927511938747177600,yes
107.1159533610384,-22.58672986146903,0.89762974,17.078846,1.321707188090904,7.684522259554448,2927822138469770880,yes
285.57922183263025,23.716112658160835,-0.06844425,15.528739,0.8390021856679364,5.147554461010532,4533452746765000960,yes
295.67075257432424,17.403534301429502,1.4668903,18.108322,5.940067695450314,11.97727897203812,1823995133771916928,yes
336.87123067232625,56.56547868549062,1.4175596,16.817175,3.5215141349790446,9.55082217971598,2007514104093950080,yes
223.82621303912168,-24.56177202129384,0.044883728,17.016365,1.4618200791757354,7.840834614717924,6229277114211290752,yes
76.66591765202585,-14.086382210003578,0.06534767,18.19447,5.2537397297385775,11.796812770173606,2986863851282364416,yes
77.40892576123774,-12.205350525651273,1.0022354,17.752289,2.0216120599621705,9.280778098554643,2989398771043030528,yes
101.15871379551456,-0.7640284409465966,-0.34508705,17.270922,1.816263606472784,8.566816404097942,3107374277060584064,yes
57.07476648097212,63.537370029519465,0.7319784,15.125261,9.554137096603302,10.0262183443929,487283732158176640,yes
107.53283866039374,-4.142609582888212,0.25172806,15.786045,0.7429011006621706,5.14070000894063,3107625584192085632,yes
346.4080516061257,43.0460900336764,-0.015594482,18.741566,3.5956151091831097,11.52043198357048,1931610757683854720,yes
182.6583049118124,-3.342465866418018,1.1404572,17.478603,1.406216973814827,8.218864679025074,3598253888977250816,yes
229.78471913461595,5.458429072758311,1.3423395,17.484476,2.2869552910610023,9.280764372147663,1156209907663130752,yes
251.26242556787105,-0.0269030859959106,0.8218193,17.875065,1.761614024028758,9.104618795076563,4382902220195467136,yes
174.458153115427,-20.12698386016816,0.25582314,18.844744,4.248551638594853,11.985948506049466,3541998025080414336,yes
108.37094585128804,-15.357012716862132,0.07488632,16.513124,0.6091353202591344,5.436692912372575,3032063709154939392,yes
45.54750698749732,48.0037723383151,0.016998291,16.302242,12.463465138874843,11.780436016381136,436085007572835072,yes
43.76358322937507,47.97594157753235,0.3482952,18.006577,10.37854455222455,13.087259269847038,437628614520520320,yes
33.33081482721087,52.35132399314372,0.023597717,17.769827,2.1739691549690967,9.456093889363736,455164935930210944,yes
36.25749076771269,54.80785844878201,0.54381275,15.46237,15.678769011772957,11.438929809477834,455697821113854720,yes
271.2362897069018,10.017096891137284,-0.1773901,15.8573675,0.5861453981798453,4.697394298474771,4482655996740998656,yes
306.2869568367797,42.79075068866695,-0.04681778,15.065707,0.9934495865442396,5.051436166785472,2068952271239193344,yes
119.16703550996304,4.087916381596226,0.124946594,18.707993,4.18809949566908,11.818077952792834,3095176290760980096,yes
294.14156287641543,20.44760565787967,0.21511269,18.662676,3.601882559966746,11.445323742320577,1825624055878307840,yes
35.38755907567554,62.63387520443484,1.7311001,17.9987,3.2616311513430203,10.565874231722235,513866556071601408,yes
236.54734500312105,-20.50372295706502,0.08802223,16.387981,17.945574181451562,12.657767792267077,6241671638211603968,yes
25.92980858023485,58.69757182626106,-0.26622772,16.891737,2.5777595143042102,8.947948992390417,506086549232654720,yes
28.054784553382664,59.02502512397794,0.024961472,15.274177,1.058499166194131,5.397629601255517,506328957187371776,yes
219.9624454297572,16.542024958064832,1.8668289,19.030634,2.7433082288798025,11.222007031061713,1234837148101958144,yes
26.60504080842529,40.97640830692072,0.13152504,18.02383,5.177406338590982,11.59439125535422,347421863079033088,yes
311.827881464608,23.330148637415068,0.50336266,17.716755,1.1980193536518522,8.109074170050736,1842315299521820416,yes
284.8531974637941,33.03259009218595,0.21469116,17.717201,10.898567502712789,12.904048092202572,2043899619620928000,yes
313.5995862225621,23.834283140925567,1.3153744,18.173342,5.388243994585784,11.83057826775565,1842568290275338624,yes
311.6041528109532,24.63893277454738,1.0928879,18.399933,1.7686630370301937,9.638158498359092,1843297090388761600,yes
209.26963039950988,19.35922007676969,-0.07655525,16.849094,8.444870483453052,11.482058966543438,1246692121126938240,yes
305.1438442402745,39.369925740357466,-0.41259766,17.390764,3.063927064182544,9.822156114202205,2061416695278519808,yes
349.53046676782105,28.58290288281269,0.3408003,15.45875,1.0815216720485643,5.628926132314296,2845910240171925632,yes
154.49986627772702,14.73756013492925,0.14361382,18.294695,4.280729507295718,11.45228393150947,3888314848907799296,yes
174.54772383967835,26.74479855881268,-0.18257046,15.547985,12.80669059464924,11.085169586206437,4017694519587168128,yes
274.0524109510522,-24.84803139668963,1.7829914,18.633661,10.184529128362504,13.6733657731212,4065193044045073536,yes
138.79664570218185,-4.958556696702965,-0.5364914,16.390034,2.2639126878455333,8.164332367179023,5758736375755925760,yes
137.54586121502746,-2.90478085645576,-0.19997215,16.154915,9.220573797740553,10.97870474053848,5760062141966235520,yes
96.3766994518001,14.73538303938367,0.02038765,15.958118,0.6502953724045264,5.023671317584245,3356702316908290816,yes
299.2909542739428,60.03395067526274,-0.18583298,17.907976,1.0596655153649712,8.033820006723062,2237288944557097600,yes
300.72589030977497,15.996098079498738,1.2781696,17.781515,2.5139638502880945,9.783310142140945,1808077057185851008,yes
292.2241183109081,61.096874948137724,0.031324387,16.424372,11.723533292006769,11.769664605322722,2240031951187372928,yes
205.1188504350996,0.2222617220977527,1.0677261,14.4920435,6.317305528049449,8.494702907376086,3663134214704416768,yes
206.9308215717245,1.4170259193969583,0.15989399,15.460374,0.5972917322303546,4.341306516213297,3664813856154325760,yes
129.05426312130405,-8.039949194939364,-0.36705208,15.280132,0.5069610030159253,3.805004766820833,5753841281270433536,yes
