source_id,bp_rp,G,absolute magnitude,ra,dec,parallax
4471636686912099456,-0.29078007,13.719688,4.97385980438901,272.63346523050024,5.65276256749881,1.781699101061538
6030069422930040320,1.221098,17.911383,9.720657984326532,255.15529086139267,-28.839397594716463,2.3006735355467662
5901200475337820288,1.5197067,17.612955,11.906406592535031,222.0042883346019,-51.377787625516056,7.222546032998099
6069691836195326208,-0.28301716,13.586744,4.945964035572434,206.3927353845879,-50.40727431641948,1.870010336519184
5862324664773029120,0.68297577,16.431314,7.221409830536002,197.0766875307016,-63.525291067664426,1.438862076129843
5961175501795365248,1.4450111,17.263159,10.14175914206384,265.4354586429862,-39.33207540998856,3.764610319736717
5961193055261256320,0.024140358,13.534804,11.887319452803114,265.9546566567116,-39.14032929528653,46.82772837534591
5961214603159354368,1.737318,19.675184,13.96794090745,265.6498469702064,-38.87825613021909,7.220235806766133
5793539629636942464,0.2724409,15.463298,5.192788629548426,226.5138579723468,-73.92514711664973,0.8828727773381908
423457627625176192,1.5530205,17.69935,10.911516705275822,14.167415643648187,55.483077920521,4.38968484122367
423505288886486272,-0.0449543,13.178004,3.3870381345203864,14.590986043726843,55.63079177547098,1.1010494565710118
423864245075612416,0.9946537,18.063965,10.226459543112465,12.2562861924581,56.87866843759875,2.707066401083156
2248871921597696256,0.5565796,19.243423,9.410505294047796,294.8435507774995,66.89658655290378,1.0799818548341966
2248962562587900032,-0.32534122,14.800949,4.042714215930149,294.8854846828995,67.58946528556712,0.705266155306071
2249098833310553728,0.022094727,18.02672,8.683040486436187,297.25575939550504,67.50155413383202,1.3528950173214107
5078976609103251456,0.31957245,17.160236,10.620884311177493,43.90872625452659,-22.7841796423204,4.921864601154703
2250058535161610240,0.6215019,16.481161,9.40852941601103,301.4183072695112,68.54071877591336,3.8501148355933865
2250747615418035712,0.010101318,18.45461,11.928992899731949,298.9928163092951,68.45974769532745,4.953094112099902
2252213921550077056,-0.35578823,15.250833,4.3796926312925635,285.02480927184854,62.39895234050663,0.6695329057110947
2252877030140974592,1.9691277,19.020489,12.374001098609046,285.8718636486003,64.2577472780431,4.684922594114128
5082671719789935616,1.0332661,17.366137,8.431845764940295,57.96448286458459,-26.04893118998421,1.6335850603007789
5084805635638179584,0.6602688,16.63771,9.742826566329896,53.869470960586746,-25.73938583074852,4.178527967080996
5090605830056251776,-0.30350304,17.822313,8.30072102251586,59.5604983893695,-21.637194072093813,1.2464693517106138
5091939988633728640,0.16440392,11.75165,5.3863441800165655,66.17151609108389,-20.12003306900644,5.332597883928711
5092046675621447552,-0.02227974,19.817945,11.986859927191304,66.4798375280787,-19.758615256299507,2.715082218174532
5092747133247311360,-0.4358492,13.61082,3.94131311076249,62.54661660650834,-19.81486086741473,1.1643904160335758
5093424260611799424,0.07870674,16.346739,11.818460613162248,64.07478415456768,-17.762378786816658,12.426371198180425
5097770801875122432,0.34973145,19.228998,11.389260777015448,62.85730432913309,-15.39001101920761,2.70428559879979
5098646558590111232,0.98991585,18.710423,10.70045546879972,52.21858168001024,-23.136490201775885,2.500382748227053
5099482805904892288,0.08362198,18.16056,12.13393178793843,48.55588355471563,-22.595498784892733,6.232673223217373
5099801668570097920,0.1340332,17.61154,10.54042740269328,51.10991737638375,-21.54567189632332,3.8528090071156815
462713869228951424,0.48076248,18.221724,11.264206394337142,52.06627911729098,61.42150813677828,4.059723717330351
5912901443721234304,0.83597565,17.24841,7.874138529262959,264.1115515623423,-58.85186923595684,1.3339689038285605
5989762662315048832,1.3739357,18.094122,9.733845024306852,236.4977133362133,-42.28758259327114,2.1278676148587974
4147857244412628352,3.0482807,19.357697,13.886708601142203,267.5485497686546,-16.45781317930265,8.050119368916995
356922880493142016,-0.11815357,12.495588,11.406672645154332,28.012371952646653,47.0023898742372,60.56433165675938
357182399598108160,1.2854843,17.583227,9.029117537509862,27.725429804893142,48.63519970253247,1.946158052346317
357457350520905216,0.31349564,16.992226,13.225165597885379,26.648907016930192,49.24526434957298,17.64362910023384
358062837831128064,0.24722958,13.809433,5.62338655451253,31.992999408476063,48.57537037719286,2.3056358213195947
6021346790966290688,1.8882523,16.690676,10.916444145134104,244.6515619004184,-38.05322093598079,7.000896046366687
6021870154194477312,-0.38464165,17.917,11.939724510399571,244.7254259862617,-35.90743853686107,6.375949991223822
358803805586735232,1.1499939,16.3199,8.430192965647107,34.30327486322545,51.398182124626125,2.642765283710187
