class,probability,ra,dec,parallax,source_id,source_id_1,name,wdname,spectype,comp,logg,mass,binarity,ismag,hasdisk,variability,source_id_2,bp_rp,G,absolute magnitude
Subdwarf,Known Variable,28.95395372891957,41.54893304061129,0.6785944551234349,345949758745792000,,,,,,,,,,,,,,,
Subdwarf,Known Variable,32.38530156289903,43.12009865844359,0.9063156954793764,351633546665907200,,,,,,,,,,,,,,,
Subdwarf,Known Variable,33.29935083959255,-23.90974579856599,1.046473677598907,5122936870687263232,,,,,,,,,,,,,,,
Subdwarf,Known Variable,35.582802059901645,-23.41560095237319,3.108293486211428,5120386003710463616,,,,,,,,,,,,,,,
Subdwarf,Known Variable,43.722252883254775,32.708820086741454,2.4808802443191413,136464000192315392,,,,,,,,,,,,,,,
Subdwarf,Known Variable,45.54817767275821,37.18596931163057,0.7333906499654181,142086971376178688,,,,,,,,,,,,,,,
Subdwarf,Known Variable,52.230218482202005,50.591553801455085,1.712341877283747,441838202167403776,,,,,,,,,,,,,,,
Subdwarf,Known Variable,59.09716554471923,-15.155387409728036,1.4430127479366903,5109790010155109760,,,,,,,,,,,,,,,
Subdwarf,Known Variable,62.54661660650834,-19.81486086741473,1.1643904160335758,5092747133247311360,,,,,,,,,,,,,,,
Subdwarf,Known Variable,63.33093871388564,-13.684128770899685,1.37002123396406,3176695152292552704,,,,,,,,,,,,,,,
Subdwarf,Known Variable,72.55631256176896,17.70175758743446,3.0307586850671524,3406506723313874688,,,,,,,,,,,,,,,
Subdwarf,Known Variable,72.8774676602218,-61.17244517654154,0.4469910838513495,4665646686160919040,,,,,,,,,,,,,,,
Subdwarf,Known Variable,75.0789864923906,9.201138669796192,1.3020490693266666,3291164582009541376,,,,,,,,,,,,,,,
Subdwarf,Known Variable,88.45357545310516,32.93381892499199,1.4596066880996743,3451217092350738944,,,,,,,,,,,,,,,
Subdwarf,Known Variable,90.157084104795,36.79928135295217,0.8754490517896012,3456632255835216640,,,,,,,,,,,,,,,
Subdwarf,Known Variable,94.48613934050007,18.83017296520516,1.4957951587944622,3373814561832902272,,,,,,,,,,,,,,,
Subdwarf,Known Variable,94.86471415787469,35.382656080287845,0.7018390655329658,3452740362628172160,,,,,,,,,,,,,,,
Subdwarf,Known Variable,95.20567515065572,19.308058771038503,1.0177675826283656,3373940219694568576,,,,,,,,,,,,,,,
Subdwarf,Known Variable,106.82754432908484,14.016187558816895,0.7491941523436253,3161497015379649280,,,,,,,,,,,,,,,
Subdwarf,Known Variable,107.6752086987272,66.9287217291184,0.7895371553007507,1102107819544067456,,,,,,,,,,,,,,,
Subdwarf,Known Variable,109.74096788083487,2.887438748253929,0.6629945301432493,3139042514040855296,,,,,,,,,,,,,,,
Subdwarf,Known Variable,121.2950603632632,-10.97662931398518,4.733850395784667,3037891155139776128,,,,,,,,,,,,,,,
Subdwarf,Known Variable,121.4166916226233,5.164290469857398,0.8678693328904256,3094948627431806464,,,,,,,,,,,,,,,
Subdwarf,Known Variable,123.24375058685352,0.7314396752379916,0.7207425134069289,3089571878131969792,,,,,,,,,,,,,,,
Subdwarf,Known Variable,125.318801076499,-8.473118992014722,0.7464890865765217,5753155495252812544,,,,,,,,,,,,,,,
Subdwarf,Known Variable,134.7129773844516,2.170263095272785,1.617306176647041,577763368640517760,,,,,,,,,,,,,,,
Subdwarf,Known Variable,139.73337015402973,-57.073757304052656,1.466096384732888,5306775455393745024,,,,,,,,,,,,,,,
Subdwarf,Known Variable,139.96840543172243,-10.775494610604918,0.5221044247484077,5739615043915301120,,,,,,,,,,,,,,,
Subdwarf,Known Variable,141.1670001832356,30.836795340411456,0.8075998823340753,700362419831670016,,,,,,,,,,,,,,,
Subdwarf,Known Variable,142.56434836374237,30.84287245950017,0.9064115312250968,697406932576439680,,,,,,,,,,,,,,,
Subdwarf,Known Variable,142.74844273819664,2.84231412739122,0.910692499777522,3844661557225496064,,,,,,,,,,,,,,,
Subdwarf,Known Variable,164.76241841094614,-21.49230086136497,0.9457359230482236,3549863282726168576,,,,,,,,,,,,,,,
Subdwarf,Known Variable,166.13171980386187,24.661939807773177,2.3116007540511228,3995631994142136576,,,,,,,,,,,,,,,
Subdwarf,Known Variable,168.45172786687243,-8.005740257563023,1.649287118797638,3783517028410589056,,,,,,,,,,,,,,,
Subdwarf,Known Variable,169.77002351921246,29.864574955739712,1.1928438029575528,4023163971460301952,,,,,,,,,,,,,,,
Subdwarf,Known Variable,170.00151493464642,30.94995682529856,0.8469332832832023,4023386553845346688,,,,,,,,,,,,,,,
Subdwarf,Known Variable,174.6694942658298,-0.5922726711718129,0.7726325164324401,3794197787442075008,,,,,,,,,,,,,,,
Subdwarf,Known Variable,174.7925681797959,-25.34879539884773,0.8532762425831735,3485687950109280896,,,,,,,,,,,,,,,
Subdwarf,Known Variable,175.29109698565077,-10.335954264647729,1.0373422451921124,3588319354742998144,,,,,,,,,,,,,,,
Subdwarf,Known Variable,176.47067317011278,-18.9511920324158,1.0468060861378836,3543486596321694208,,,,,,,,,,,,,,,
Subdwarf,Known Variable,178.3690795069814,-10.778420164505205,0.7911421620027521,3587307288649776000,,,,,,,,,,,,,,,
Subdwarf,Known Variable,179.84177295139503,-4.024127011896042,1.4954750169811608,3600739335011156992,,,,,,,,,,,,,,,
Subdwarf,Known Variable,188.2481599643028,-28.00522797004056,0.6249267920344245,3472215668493007360,,,,,,,,,,,,,,,
Subdwarf,Known Variable,197.430339963243,-27.9266727473108,0.9935121196631872,6186164064990970496,,,,,,,,,,,,,,,
Subdwarf,Known Variable,206.68299135893648,-23.48730107188795,0.8606745826453119,6191319949891459456,,,,,,,,,,,,,,,
Subdwarf,Known Variable,215.4089624957668,7.888789344273761,0.5450496170963138,3673736938474590720,,,,,,,,,,,,,,,
Subdwarf,Known Variable,217.3656669282875,19.360150370677417,0.7061796755597991,1239364769480858496,,,,,,,,,,,,,,,
Subdwarf,Known Variable,218.83434051647228,23.75841446305381,1.8232115475993376,1242834931257532032,,,,,,,,,,,,,,,
Subdwarf,Known Variable,220.0586426568088,23.12635166591829,0.6684567255121953,1242599704488616704,,,,,,,,,,,,,,,
Subdwarf,Known Variable,224.8687861397132,19.063787938913347,1.30390506653795,1188933362275187200,,,,,,,,,,,,,,,
Subdwarf,Known Variable,232.79320486536807,10.250211480692268,1.4563747805716123,1165963744033018496,,,,,,,,,,,,,,,
Subdwarf,Known Variable,237.7012384970069,16.440373796800237,0.6751561279375504,1196375273586921472,,,,,,,,,,,,,,,
Subdwarf,Known Variable,239.1400295179701,22.0460768605214,0.6506071405839561,1206214356465503616,,,,,,,,,,,,,,,
Subdwarf,Known Variable,240.3075588592361,22.09625237295095,0.8490106804421274,1206171681670509568,,,,,,,,,,,,,,,
Subdwarf,Known Variable,242.0763524903357,12.200692178440775,0.4966571877233319,4458009614675393408,,,,,,,,,,,,,,,
Subdwarf,Known Variable,242.95557132584293,19.39737099305104,0.5531284064677388,1201659389029469184,,,,,,,,,,,,,,,
Subdwarf,Known Variable,243.3315125870904,11.337728570004304,0.6963153949005877,4456908526797981056,,,,,,,,,,,,,,,
Subdwarf,Known Variable,243.36493873176912,8.89840006744951,1.0802065593731551,4452964853466754048,,,,,,,,,,,,,,,
Subdwarf,Known Variable,245.7360816995248,47.51419146116103,0.551408241496643,1410860511508492288,,,,,,,,,,,,,,,
Subdwarf,Known Variable,245.93686931959067,12.48696857152107,0.5767837989291774,4460144011560675584,,,,,,,,,,,,,,,
Subdwarf,Known Variable,246.94467235687847,46.97985053338272,1.1645550848581308,1410063571736477568,,,,,,,,,,,,,,,
Subdwarf,Known Variable,251.1548546266389,-0.0015193325656706,1.4287516654600736,4382904797178453504,,,,,,,,,,,,,,,
Subdwarf,Known Variable,262.9743293283142,6.785276703903076,1.180225742492097,4486823725632828800,,,,,,,,,,,,,,,
Subdwarf,Known Variable,263.76325858135124,32.606193839518696,0.8499833757198024,4601722763749694592,,,,,,,,,,,,,,,
Subdwarf,Known Variable,263.9314347486579,9.14355110990202,2.178979289291651,4487798721865489152,,,,,,,,,,,,,,,
Subdwarf,Known Variable,264.12615788333585,7.600659245328314,1.3687499640454854,4487346891305390592,,,,,,,,,,,,,,,
Subdwarf,Known Variable,270.0302535860401,31.577044135555543,0.6680333010056891,4603104815507642752,,,,,,,,,,,,,,,
Subdwarf,Known Variable,272.63346523050024,5.65276256749881,1.781699101061538,4471636686912099456,,,,,,,,,,,,,,,
Subdwarf,Known Variable,272.8666303668662,-67.38248774975999,1.109496993106052,6436060174406130176,,,,,,,,,,,,,,,
Subdwarf,Known Variable,274.1472075131631,46.38791511255478,1.0128051327278471,2121507140335079424,,,,,,,,,,,,,,,
Subdwarf,Known Variable,283.07503192248413,-21.797435822553386,1.1202168696826391,4078817195637328256,,,,,,,,,,,,,,,
Subdwarf,Known Variable,285.02480927184854,62.39895234050663,0.6695329057110947,2252213921550077056,,,,,,,,,,,,,,,
Subdwarf,Known Variable,285.75467382498465,34.75804964566552,0.4965909211134481,2092525388221505792,,,,,,,,,,,,,,,
Subdwarf,Known Variable,291.539357566941,37.33556192999486,1.716930099751694,2051770507972278016,,,,,,,,,,,,,,,
Subdwarf,Known Variable,293.36050268007784,-33.66241655889594,1.1123235856982865,6744791632048388864,,,,,,,,,,,,,,,
Subdwarf,Known Variable,298.5621804155403,-42.11812380549483,1.2034645731938176,6687026108621705216,,,,,,,,,,,,,,,
Subdwarf,Known Variable,300.7676969082305,-56.24798567547663,0.5204163853077061,6448016847955672832,,,,,,,,,,,,,,,
Subdwarf,Known Variable,301.13744551809,-56.89567850693019,0.993799381525436,6447905144446115712,,,,,,,,,,,,,,,
Subdwarf,Known Variable,301.6311546714109,1.718278691848829,1.0728432625474118,4237604850972555776,,,,,,,,,,,,,,,
Subdwarf,Known Variable,303.17264638402315,-43.848211740807656,0.7128834703951029,6673897424389604736,,,,,,,,,,,,,,,
Subdwarf,Known Variable,305.0019471006415,4.632371626316477,1.3286670277086383,4245906369913936000,,,,,,,,,,,,,,,
Subdwarf,Known Variable,305.10858647275734,-19.03069804331752,0.7318937858002432,6860561685237891584,,,,,,,,,,,,,,,
Subdwarf,Known Variable,305.49928833729274,-7.016154041892731,0.8038462253586394,4216176365771393920,,,,,,,,,,,,,,,
Subdwarf,Known Variable,305.71363327037824,-65.42237831283518,1.6623996391525768,6429036528482072576,,,,,,,,,,,,,,,
Subdwarf,Known Variable,307.8262918849616,1.090449945983697,2.7448350554008205,4230753789714485376,,,,,,,,,,,,,,,
Subdwarf,Known Variable,308.9570058500074,-46.62934394328615,0.7583214863117632,6674565274623506560,,,,,,,,,,,,,,,
Subdwarf,Known Variable,309.50378197144096,4.485612552339557,0.7140267456199323,4233362621569490688,,,,,,,,,,,,,,,
Subdwarf,Known Variable,309.80525363021104,20.21874631204421,1.7029592728110243,1817266534856772096,,,,,,,,,,,,,,,
Subdwarf,Known Variable,309.9432757829982,-17.901388306443454,1.1461500568076313,6861501321001347328,,,,,,,,,,,,,,,
Subdwarf,Known Variable,309.95450705655355,-15.959155799674392,0.7936768105348728,6863088397315654656,,,,,,,,,,,,,,,
Subdwarf,Known Variable,309.98208806171084,-15.496550871081356,0.8689483266630212,6863175705410950016,,,,,,,,,,,,,,,
Subdwarf,Known Variable,310.38781399621536,-17.693148077380318,0.8686851570612042,6861875051874827008,,,,,,,,,,,,,,,
Subdwarf,Known Variable,313.254379343505,4.176384796517063,0.7709119521403105,1734533812483812736,,,,,,,,,,,,,,,
Subdwarf,Known Variable,315.72620363166186,-19.054678368443565,1.0032323969510832,6833501737706325376,,,,,,,,,,,,,,,
Subdwarf,Known Variable,317.67245130596257,14.433000087712148,0.9422216419871328,1759968097711823232,,,,,,,,,,,,,,,
Subdwarf,Known Variable,319.51366879750987,14.68163290472805,0.8927709958518376,1759463868550744576,,,,,,,,,,,,,,,
Subdwarf,Known Variable,322.50937174401474,-23.99055700126658,0.5889842497446226,6815543349866435968,,,,,,,,,,,,,,,
Subdwarf,Known Variable,322.8711003832664,19.86580107715061,2.6157185035085595,1787066145893240576,,,,,,,,,,,,,,,
Subdwarf,Known Variable,323.49153841016584,-48.9674981281341,0.986934056913562,6562925846101484544,,,,,,,,,,,,,,,
Subdwarf,Known Variable,324.00566066894805,-72.8076397039159,2.2730097286332125,6371205304939458944,,,,,,,,,,,,,,,
Subdwarf,Known Variable,326.225606306202,-42.84675478953463,1.071694719446668,6566180331799837056,,,,,,,,,,,,,,,
Subdwarf,Known Variable,327.80448622018594,-21.117905313056664,1.3180135305502196,6817299093841252864,,,,,,,,,,,,,,,
Subdwarf,Known Variable,331.0504110923714,26.418822176813286,0.7388034359981052,1891930796082743680,,,,,,,,,,,,,,,
Subdwarf,Known Variable,331.07550586673227,43.91922351364831,1.6111489303463518,1962471510753821312,,,,,,,,,,,,,,,
Subdwarf,Known Variable,332.1044042532216,-43.20050697991044,1.4157212829599926,6568283285227349760,,,,,,,,,,,,,,,
Subdwarf,Known Variable,332.1721804205834,-19.62761663528705,1.1163116535107642,6822184640615803264,,,,,,,,,,,,,,,
Subdwarf,Known Variable,332.65391883243973,27.54754173062261,0.6395850539810113,1892475088698125824,,,,,,,,,,,,,,,
Subdwarf,Known Variable,334.44788142739367,-61.11711046810931,1.1447863025407985,6406278012175484416,,,,,,,,,,,,,,,
Subdwarf,Known Variable,334.5222341862537,-20.28599905788806,0.9432279074630102,6821150133317605888,,,,,,,,,,,,,,,
Subdwarf,Known Variable,335.62236441280385,22.91838674414906,0.7716668820955661,1878151338406148352,,,,,,,,,,,,,,,
Subdwarf,Known Variable,335.741966329949,-18.3195214817538,1.1947226928552386,6822573416760233216,,,,,,,,,,,,,,,
Subdwarf,Known Variable,337.31836957568146,38.61780444162411,1.0154888630633765,1908586816697297536,,,,,,,,,,,,,,,
Subdwarf,Known Variable,338.9461311001221,23.79422150361307,0.9294711927152002,1876904938896587008,,,,,,,,,,,,,,,
Subdwarf,Known Variable,341.2650961052298,32.36420939672343,1.432175840293742,1890677009230168704,,,,,,,,,,,,,,,
Subdwarf,Known Variable,341.31686326460834,-47.88566389727709,0.6447969141613443,6515977489868764288,,,,,,,,,,,,,,,
Subdwarf,Known Variable,341.8919730598532,33.01099849704369,0.4757147094093821,1890817059523265024,,,,,,,,,,,,,,,
Subdwarf,Known Variable,343.1580576736969,43.41413660762024,1.8756105319032248,1934660360560498816,,,,,,,,,,,,,,,
Subdwarf,Known Variable,343.68568049257544,-55.25183921812607,3.3837932481216533,6506045390880965504,,,,,,,,,,,,,,,
Subdwarf,Known Variable,345.44092400945084,13.64370730676035,1.167383608452328,2815153223450428032,,,,,,,,,,,,,,,
Subdwarf,Known Variable,345.483992633262,-48.06346091898227,1.8458329163726963,6515442543103530624,,,,,,,,,,,,,,,
Subdwarf,Known Variable,345.651998798474,-71.21687221291731,0.6456209614829731,6384029566185251968,,,,,,,,,,,,,,,
